name,website,description,location,category,subcategory,founded_year,employees,funding_amount,funding_stage,revenue,ceo,email,phone,linkedin,twitter,products,technology_stack,certifications,partnerships,awards,press_mentions,data_quality_score,last_updated,source,validation_status
medisana.asia - German Trusted Brand,https://www.medisana.asia,Embrace Healthy Living With medisana Your health matters.,Germany China,Wellness,Healthcare Technology,,,,,,,ben.lau@featured.com.hk,1732851170201,https://www.linkedin.com/company/medisana-far-east-limited/,,,"ai, ml",,,"default""> Products Health Control Blood Pressure Monitor Blood Glucose Monitor Thermometer Pulse Oximeter Body Scale Dietary Scale Therapy & Healthy Home Insect Bite Healer Inhaler Pain Therapy Air & Aroma Wellness Massage Seat Cover Massager Flexible Heat Foot Spa Sports Massage Gun Massage Roll Personal Care Skincare Device Cosmetics Mirror ecomed by medisana ecomed &#8211; Wellness Smart App VitaDock+ App VigorHub App Medisana Healthy Living App Health Blog Support Customer Support User Manual Warranty FAQ Hong Kong Australia Hong Kong Indonesia Korea Laos Malaysia New Zealand Philippines Singapore Taiwan Thailand Vietnam Germany China English English 繁體中文 简体中文 Hong Kong Australia Hong Kong Indonesia Korea Laos Malaysia New Zealand Philippines Singapore Taiwan Thailand Vietnam Germany China English English 繁體中文 简体中文 Brands Your Self-Care Specialist Effortless Wellbeing Products Health Control Blood Pressure Monitor Blood Glucose Monitor Thermometer Pulse Oximeter Body Scale Dietary Scale Therapy &amp; Healthy Home Insect Bite Healer Inhaler Pain Therapy Air &amp; Aroma Wellness Massage Seat Cover Massager Flexible Heat Foot Spa Sports Massage Gun Massage Roll Personal Care Skincare Device Cosmetics Mirror ecomed by medisana ecomed - Wellness Smart App VitaDock+ App VigorHub App Medisana Healthy Living App Health Blog Support Customer Support User Manual Warranty FAQ Search Care That Connects: For You And Your Family Quality Care for Every Individual, Every Family Care That Connects: For You And Your Family Quality Care For Every Individual, Every Family Featured Products Health Control Therapy &amp; Healthy Home Wellness Sports Personal Care What's New [data-etheme_slide_template_id='12666']{background-repeat:no-repeat;background-position:center center;background-size:cover;display: flex;align-items: center;justify-content: center }[data-etheme_slide_template_id='12666'] > [data-elementor-id]{flex: 1; }[data-etheme_slide_template_id='11270']{background-repeat:no-repeat;background-position:center center;background-size:cover;display: flex;align-items: center;justify-content: center }[data-etheme_slide_template_id='11270'] > [data-elementor-id]{flex: 1; }[data-etheme_slide_template_id='7723']{background-repeat:no-repeat;background-position:center center;background-size:cover;display: flex;align-items: center;justify-content: center }[data-etheme_slide_template_id='7723'] > [data-elementor-id]{flex: 1; } medisana Opens Southeast Asia Regional Office in Malaysia Learn More > medisana Malaysia Team Visits Local Elderly Homes to Promote Health Monitoring Learn More > medisana Honored with Plus X Award 2024 for Highest Customer Satisfaction Learn More > medisana Celebrates 7th Achievement at German Brand Award 2024 Learn More > medisana Honored with Plus X, inOut"",""pE"":""n"",""x"":[""inherit"",""inherit"",""inherit"",""inherit"",""inherit""],""y"":[""inherit"",""inherit"",""inherit"",""inherit"",""inherit""],""o"":0,""xRe"":0,""yRe"":0,""off"":1}]}}},""p"":{""t"":[0,0,0,0,0],""b"":[0,0,0,0,0],""l"":[0,0,0,0,0],""r"":[0,0,0,0,0]},""m"":{""t"":[0,0,0,0,0],""b"":[0,0,0,0,0],""l"":[0,0,0,0,0],""r"":[0,0,0,0,0]},""lh"":[""#a"",25,25,25,""13""],""spike"":{""use"":true,""l"":""none"",""r"":""none"",""lw"":""0%"",""rw"":""0%""},""type"":""container"",""content"":{""text"":""""},""toggle"":{""text"":""""}},""3"":{""fluid"":{""tx"":true,""tr"":true,""sp"":true},""id"":3,""alias"":""Content"",""content"":{""text"":""medisana Celebrates 7th Achievement at German Brand",Featured in media coverage,80.0,2025-07-13 08:53:36,https://www.medisana.asia,validated
medisana.asia - German Trusted Brand,https://www.medisana.com.hk,Embrace Healthy Living With medisana Your health matters.,Germany China,Wellness,Healthcare Technology,,,,,,,ben.lau@featured.com.hk,1732851170201,https://www.linkedin.com/company/medisana-far-east-limited/,,,"ai, ml",,,"default""> Products Health Control Blood Pressure Monitor Blood Glucose Monitor Thermometer Pulse Oximeter Body Scale Dietary Scale Therapy & Healthy Home Insect Bite Healer Inhaler Pain Therapy Air & Aroma Wellness Massage Seat Cover Massager Flexible Heat Foot Spa Sports Massage Gun Massage Roll Personal Care Skincare Device Cosmetics Mirror ecomed by medisana ecomed &#8211; Wellness Smart App VitaDock+ App VigorHub App Medisana Healthy Living App Health Blog Support Customer Support User Manual Warranty FAQ Hong Kong Australia Hong Kong Indonesia Korea Laos Malaysia New Zealand Philippines Singapore Taiwan Thailand Vietnam Germany China English English 繁體中文 简体中文 Hong Kong Australia Hong Kong Indonesia Korea Laos Malaysia New Zealand Philippines Singapore Taiwan Thailand Vietnam Germany China English English 繁體中文 简体中文 Brands Your Self-Care Specialist Effortless Wellbeing Products Health Control Blood Pressure Monitor Blood Glucose Monitor Thermometer Pulse Oximeter Body Scale Dietary Scale Therapy &amp; Healthy Home Insect Bite Healer Inhaler Pain Therapy Air &amp; Aroma Wellness Massage Seat Cover Massager Flexible Heat Foot Spa Sports Massage Gun Massage Roll Personal Care Skincare Device Cosmetics Mirror ecomed by medisana ecomed - Wellness Smart App VitaDock+ App VigorHub App Medisana Healthy Living App Health Blog Support Customer Support User Manual Warranty FAQ Search Care That Connects: For You And Your Family Quality Care for Every Individual, Every Family Care That Connects: For You And Your Family Quality Care For Every Individual, Every Family Featured Products Health Control Therapy &amp; Healthy Home Wellness Sports Personal Care What's New [data-etheme_slide_template_id='12666']{background-repeat:no-repeat;background-position:center center;background-size:cover;display: flex;align-items: center;justify-content: center }[data-etheme_slide_template_id='12666'] > [data-elementor-id]{flex: 1; }[data-etheme_slide_template_id='11270']{background-repeat:no-repeat;background-position:center center;background-size:cover;display: flex;align-items: center;justify-content: center }[data-etheme_slide_template_id='11270'] > [data-elementor-id]{flex: 1; }[data-etheme_slide_template_id='7723']{background-repeat:no-repeat;background-position:center center;background-size:cover;display: flex;align-items: center;justify-content: center }[data-etheme_slide_template_id='7723'] > [data-elementor-id]{flex: 1; } medisana Opens Southeast Asia Regional Office in Malaysia Learn More > medisana Malaysia Team Visits Local Elderly Homes to Promote Health Monitoring Learn More > medisana Honored with Plus X Award 2024 for Highest Customer Satisfaction Learn More > medisana Celebrates 7th Achievement at German Brand Award 2024 Learn More > medisana Honored with Plus X, inOut"",""pE"":""n"",""x"":[""inherit"",""inherit"",""inherit"",""inherit"",""inherit""],""y"":[""inherit"",""inherit"",""inherit"",""inherit"",""inherit""],""o"":0,""xRe"":0,""yRe"":0,""off"":1}]}}},""p"":{""t"":[0,0,0,0,0],""b"":[0,0,0,0,0],""l"":[0,0,0,0,0],""r"":[0,0,0,0,0]},""m"":{""t"":[0,0,0,0,0],""b"":[0,0,0,0,0],""l"":[0,0,0,0,0],""r"":[0,0,0,0,0]},""lh"":[""#a"",25,25,25,""13""],""spike"":{""use"":true,""l"":""none"",""r"":""none"",""lw"":""0%"",""rw"":""0%""},""type"":""container"",""content"":{""text"":""""},""toggle"":{""text"":""""}},""3"":{""fluid"":{""tx"":true,""tr"":true,""sp"":true},""id"":3,""alias"":""Content"",""content"":{""text"":""medisana Celebrates 7th Achievement at German Brand",Featured in media coverage,80.0,2025-07-13 08:53:44,https://www.medisana.com.hk,validated
medisana – Your health in good hands,https://www.medisana.nl,Aanmelden of Aanmelden Land Duitland Nederland Verenigd Koninkrijk Denemarken Spanje Frankrijk Italië Maleisië Polen Zwitserland Finland Zweden China Hong Kong (CN) Rusland Service/help medisana Healthblog Internationaal Filosofie Vacatures .,Finland Zweden,Pharmaceuticals,Healthcare Technology,,,,,,,medisana-favicon@3x.png,1746710541,https://www.linkedin.com/company/medisana-benelux-n-v/,,,"java, ai, ml",,," De Plus X, image-slider-link { border-radius: 10px 10px 10px 10px; } Bildergalerie überspringen Warmte To-Go De nieuwe warmtedekens Mini handmassageapparaat Modern en praktisch ontwerp medisana wint GBA 2025 Categorie Health &amp; Pharmaceuticals Bloeddrukmeter met connect Gegevensoverdracht per Bluetooth ONZE",Featured in media coverage,80.0,2025-07-13 08:53:52,https://www.medisana.nl,validated
medisana - Tu salud en buenas manos,https://www.medisana.es,medisana® - Tu salud en buenas manos - para una vida sin preocupaciones y bienestar personal. Simplemente explora y compra en | medisana.de.,Suiza Finlandia,Pharmaceuticals,Healthcare Technology,,,,,,,medisana-favicon@3x.png,1746710541,https://www.linkedin.com/company/medisana-spain/,,,"java, ai, ml",,," El Plus X,  El Plus X",Featured in media coverage,80.0,2025-07-13 08:54:00,https://www.medisana.es,validated
medisana｜德國健康管理專家｜台灣恆隆行總代理,https://www.tw-medisana.com,​medisana作為德國健康管理專家，推出的震動按摩槍、震動按摩滾筒、震動滾輪花生球等多樣運動按摩類商品，享譽歐洲已40以上。我們持續專注開發運動專業及個人健康管理商品。medisana更於2018、2019、2020、2021、2022、2023、2024年，連續7屆榮獲《德國品牌大獎》殊榮，確證業界及消費者對 medisana 全系列產品的信心與評價，證明其有效改善及增強健康。,Europe,Digital Health,Healthcare Technology,2022,,,,,,hengstyle@hlh.com.tw,65921053642514,,,,"ai, ml",,,white{fill:none;stroke:#fff;stroke-width:2} TOP About medisana About medisana 德國金獎品牌 連續七年 榮獲德國品牌金獎 German Brand,Featured in media coverage,80.0,2025-07-13 08:54:03,https://www.tw-medisana.com,validated
Welcome,https://www.MEDICAlliance.global,"Before(g,s); Welcome dataLayer = [{ 'treeview': '/MEDICAlliance/Welcome', 'oid': '88043', 'lang': 'en' }]; (function(w,d,s,l,i){w[l]=w[l]||[];w[l].","sseldorf, Germany",MedTech,Medical Devices,,,,,,,marketing@medicalliance.global,1752396852,,,,"java, ai, ml","ce 17, ce 29, ce 9",MEDICAlliance and MEDICARE ASIA are your,,,80.0,2025-07-13 08:54:12,https://www.MEDICAlliance.global,validated
LIW Care Technology,https://www.liwcare.pl,Healthcare technology company providing innovative solutions,Europe,Digital Health,Healthcare Technology,,,,,,,biuro@liwcare.pl,2205709722,,,,"aws, ai, ml","ISO 13485, ISO 13485, ce 3, ce 4","Kariera, Kariera",,Featured in media coverage,80.0,2025-07-13 08:54:25,https://www.liwcare.pl,validated
Welcome,https://www.medicalliance.com,"Before(g,s); Welcome dataLayer = [{ 'treeview': '/MEDICAlliance/Welcome', 'oid': '88043', 'lang': 'en' }]; (function(w,d,s,l,i){w[l]=w[l]||[];w[l].","sseldorf, Germany",MedTech,Medical Devices,,,,,,,marketing@medicalliance.global,1752396852,,,,"java, ai, ml","ce 17, ce 29, ce 9",MEDICAlliance and MEDICARE ASIA are your,,,80.0,2025-07-13 08:54:26,https://www.medicalliance.com,validated
Medical Fair Asia 2026,https://www.medicalfair-asia.com,"Medical Fair Asia 2026 (function(w,d,s,l,i){w[l]=w[l]||[];w[l].",Australia Austria,MedTech,Elderly Care,,,,,,,medicalfair-asia@mda.com.sg,10008850948708,https://www.linkedin.com/company/medicalfairasia/,,,"java, ai, ml",,Innovations free up nursing home staff to provide better care Read All News Articles In the Spotlight Supporting Organisations Knowledge,,Featured in media coverage,80.0,2025-07-13 08:55:19,https://www.medicalfair-asia.com,validated
"REHACARE Trade Fair for Rehabilitation, Prevention, Inclusio",https://www.rehacare.com,Medical care Medical care in the rehabilitation sector ensures quality of life and promotes recovery.,"Düsseldorf, Europe",Healthcare Services,Rehabilitation,,,,,,,,1752396920,,,the products and solutions that the exhibitors are presenting.,"java, ai, ml",,exciting,media-module-ctalink { background-color: #004f14; } Business KU Leuven honors assistive mobility spin-off CoMoveIT CoMoveIT was,Featured in media coverage,80.0,2025-07-13 08:55:20,https://www.rehacare.com,validated
Medical Manufacturing Asia 2026,https://www.medmanufacturing-asia.com,"Medical Manufacturing Asia 2026 (function(w,d,s,l,i){w[l]=w[l]||[];w[l].",Australia Austria,MedTech,Medical Devices,,,,,,,mma@mda.com.sg,1211508722,https://www.linkedin.com/company/medical-manufacturing-asia-sg/,,,"java, ai, ml",,"Glance Download Centre Supporting Organisations Media, Glance Download Centre Supporting Organisations Media",,Featured in media coverage,80.0,2025-07-13 08:55:30,https://www.medmanufacturing-asia.com,validated
AIMED,https://www.aimedindia.com,"Payment Gateway Discussion Forum Member Login MEDICAL FAIR THAILAND EXHIBITION 2025 - 10 to 12 September, 2025 || BOOKING OPEN!",Europe,Pharmaceuticals,Medical Devices,2009,,,,,,forumcoordinator@aimedindia.com,+91-129-42890000,,https://twitter.com/MiIAiMeD,,"ai, ml","MDR 17, ISO 13485, MDR 17, MDR 17",,,Featured in media coverage,80.0,2025-07-13 08:56:29,https://www.aimedindia.com,validated
医疗器械临床试验CRO-IVD注册-体外诊断试剂临床试验 - 江苏德能医学科技有限公司,https://www.denengmedical.com,江苏德能医学科技有限公司是一家专业从事医疗器械临床试验、CADA注册、美国FDA、欧盟CE认证的CRO资讯服务集团公司。公司由业内最早开展医疗器械临床试验服务的沈阳威可达生物技术有限公司创始人刘晓微先生一手创立，集团总注册资金逾4000万元，并在北京、沈阳、上海、苏州四地成立了六家全资子公司。,Europe,Digital Health,Medical Devices,2010,,,,,,denengmedical@126.com,0512-88188699,,,,ai,,,,Featured in media coverage,80.0,2025-07-13 08:57:16,https://www.denengmedical.com,validated
Homepage - Med-Tech Insights,https://www.med-techinsights.com,"C460&ssl=1"",""width"":1000,""height"":460,""caption"":""Pharmacologist checks blister packs with medicinal capsules moving on a conveyor.",by UK,MedTech,Medical Devices,,,500,Seed,,,,2214364081,https://www.linkedin.com/company/med-tech-innovation/,,,"ai, ml",,,,Featured in media coverage,80.0,2025-07-13 08:57:17,https://www.med-techinsights.com,validated
Meddeviceonline,https://www.meddeviceonline.com,"Med Device Online: Advancing human health by connecting people, organizations, and ideas in the design and development of medical devices.",On London,MedTech,Medical Devices,,,,,,,,969-0351-4992,,,the product development lifecycle.,"aws, ai, ml",,"expert partners like Accumold ensures manufacturability, Us Request More Information Our Partners Subscribe Newsletter Life Science Connect Advancing RNA Bioprocess Online Biosimilar Development Cell, Early collaboration with expert","split(""&"")[0], online: window[""__currentOnline__""], captchaTokenUrl: '/recaptcha', recaptchaKey: '6LcOaKAqAAAAAA7QDrziMn8jmNHGwvdkijBFp-X0' }); } }) Partner With Us Request More Information Our Partners Subscribe Newsletter Life Science Connect Advancing RNA Bioprocess Online Biosimilar Development Cell &amp; Gene Clinical Leader Clinical Supply Leader Clinical Tech Leader Drug Discovery Online Drug Delivery Leader Laboratory Network Life Science Leader Outsourced Pharma Pharmaceutical Online Editorial Archived Newsletter Article Reprints Editorial Submission Guidelines The Expert Network Events CMO Leadership Awards CRO Leadership",Featured in media coverage,80.0,2025-07-13 08:57:46,https://www.meddeviceonline.com,validated
Wendelstein Anzeiger | Leben im Inn- &amp; Mangfalltal,https://www.wsa-media.de,Healthcare technology company providing innovative solutions,Europe,Digital Health,Healthcare Technology,2023,,,,,,info@wsa-media.de,1741343433,,,,"ai, ml",,ber uns Als regionaler,,Featured in media coverage,80.0,2025-07-13 08:57:50,https://www.wsa-media.de,validated
GITEX DIGI HEALTH & BIOTECH THAILAND | 10-12 September 2025,https://www.gitexdigihealth.com,"present in Europe, Middle East, North America and now thanks to GITEX ASIA, we are in Asian community. We are excited to be part of this event.","Nebius, Netherlands",Digital Health,Telemedicine,,,,,,Prima Saigon,,14023116180514,https://www.linkedin.com/company/gitexdigihealthasia/about/,,,"ai, blockchain",,"Medical Fair, INNOVATORS, SPEAKER Join Our Investor Programme VIEW MEDIA PARTNER VIEW ECOSYSTEM",,Featured in media coverage,80.0,2025-07-13 08:58:06,https://www.gitexdigihealth.com,validated
Acalta – Rethink Digital Healthcare,https://www.acalta.de,Gesundheitsversorgung neu definieren Unser Digital Health Startup entwickelt digitale Anwendungen für die Gesundheitsversorgung.,Essential Personalisierungs,Digital Health,Healthcare Technology,,,,,,,,550268103902,https://www.linkedin.com/company/acalta-gmbh,https://twitter.com/AcaltaGmbh,,ai,,,,,76.0,2025-07-13 08:47:24,https://www.acalta.de,validated
MiVendo.com is for sale | HugeDomains,https://www.mivendo.com/,"Contact us My account My favorites Shopping cart MiVendo.com Buy now: $1,195 &#9656; Buy now Processing or &#9656; Start payment plan Processing Only $49.79/mo.",Europe,Digital Health,Healthcare Technology,2005,,,,,,,+1-303-893-0552,,,,"ai, ml","ce 2005, ce 2005",,,,76.0,2025-07-13 08:47:26,https://www.mivendo.com/,validated
MEDIAN Kliniken – Spezialist für Rehabilitation | MEDIAN,https://www.median-kliniken.de,"Hierbei steht für unsere Ärzte und Therapeuten die Wiedererlangung von Fähigkeiten im Vordergrund, damit unsere Patienten anschließend wieder eigenständig leben und arbeiten können.",in Deutschland,Healthcare Services,Rehabilitation,,,,IPO,,,,6666666667,https://www.linkedin.com/company/median-kliniken-s.-r.l.,,,"java, ai, ml",,"Erkrankte, Institut, Erkrankte",,Featured in media coverage,76.0,2025-07-13 08:48:33,https://www.median-kliniken.de,validated
"samedi: Software für Praxen, MVZ und Kliniken",https://www.samedi.de/,"Entlasten Sie Ihr Team bei der Bewältigung täglich anfallender Aufgaben – dank verschlankter Prozessabläufe, digitaler Patientenkommunikation und der Automatisierung von redundanten, administrativen Arbeitsschritten.",Europe,Digital Health,Healthcare Technology,,,,,,,,+49 (030) 2123 0707,,,,"ai, ml","ISO 27001, ISO 9001","sslicher, Health, Asklepios Klinik Altona Starke",,Featured in media coverage,76.0,2025-07-13 08:48:50,https://www.samedi.de/,validated
Artificial Intelligence Fitness Coach | ALFA AI,https://www.alfa-ai.com,Subscribe and Get Free PDF Training Guide ALFA AI Health &amp; Fitness Solutions ALFA AI Coach Be guided by AI to perform in a healthy and natural way.,Europe,Wellness,Nutrition,2023,,,,,,,40822543347412,,,,"ai, ml",,," Newsletter and freshest Version Update Training Plan Adaptive AI Powered Training Plans AI Coach Support Exercises Video-Library Learn More Nutrition Plan Individual Meal Plans powered by AI ALL needed metrics included dynamic Plan interacts with your lifestyle Coming Soon Your Personalized AI COACH - anytime, anywhere Keep Track of Your Workouts Improve Your Results Reach the Next Level of Perfection private - AI",Featured in media coverage,76.0,2025-07-13 08:48:54,https://www.alfa-ai.com,validated
Aporize,https://www.aporize.com/,Entwicklungen Aporize Web Application Über unsere App können sich Patienten ihre Medikation zusammenstellen und hinsichtlich ihrer Wechselwirkung einen Interaktionsscheck durchführen.,Europe,Digital Health,Healthcare Technology,,,,,,,info@aporize.com,1752108595,,,,ai,,Vertrauen Unsere Expertise im Gesundheitswesen und in der Prozessoptimierung basiert auf Erfahrung und,,Featured in media coverage,76.0,2025-07-13 08:48:59,https://www.aporize.com/,validated
HR und Lohnbuchhaltung endlich vereint | Personio,https://www.medwing.jobs.personio.de,"Effiziente Software für HR Management und Recruiting - individuell anpassbar. Verwalten Sie Urlaub, Gehälter und Bewerber in nur einem Tool. Jetzt testen!",from Austria,Digital Health,Healthcare Technology,,,,IPO,,,sales@personio.de,028260410767,,,,"java, ai, ml",,DSGVO Implementierungsprozess,,Featured in media coverage,76.0,2025-07-13 08:50:12,https://www.medwing.jobs.personio.de,validated
DeviceMed.de - Fachwissen für Medizintechnik-Hersteller und,https://www.devicemed.de/,Dosieraerosole oder Trockenpulverinhalatoren sind aufgrund ihrer patientenorientierten Wirkstoffabgabe die erste Wahl für die Behandlung von Atemwegserkrankungen.,ist UK,MedTech,Medical Devices,,,,,,,,4434512050,https://www.linkedin.com/company/devicemed/,https://twitter.com/DeviceMed,,"java, ai, ml",,,,Featured in media coverage,76.0,2025-07-13 08:50:21,https://www.devicemed.de/,validated
Emmora,https://www.emmora.de,Healthcare technology company providing innovative solutions,Essenzielle Cookies,Digital Health,Healthcare Technology,,,,,,,presse@ahorn-gruppe.de,1750856755,,https://twitter.com/intent/tweet?url=https://www.ahorn-gruppe.de/news-und-events/newsdetail/die-ahorn-gruppe-fuehrt-emmora-fort-und-erweitert-ihr-digitales-angebot-im-bereich-bestattungsvorsorge,,ai,,Events Magazin Filiale finden Kontakt Presse,,Featured in media coverage,76.0,2025-07-13 08:50:27,https://www.emmora.de,validated
Wir bringen Kassen das Sehen bei - visioncheckout,https://visioncheckout.com/,Entdecke den visioncheckout: den Self-Checkout der Zukunft. Per Kamera erkennt der visioncheckout alle Speisen und bucht sie automatisiert ins Kassensystem.,alle Essen,Digital Health,Healthcare Technology,,,,,,,,1733143248,https://www.linkedin.com/company/13974604,https://twitter.com/auvisus,,"java, ai, ml",,nnen wir Sie gerne einen unserer,,Featured in media coverage,76.0,2025-07-13 08:50:29,https://visioncheckout.com/,validated
MEDWING NOW | Die erste Wahl für Zeitarbeit in Pflege &amp;,https://www.medwing-now.de,Healthcare technology company providing innovative solutions,Europe,Digital Health,Healthcare Technology,,,,,,,,201000005201,https://www.linkedin.com/company/medwing-now/,,,ai,,,,,76.0,2025-07-13 08:50:38,https://www.medwing-now.de,validated
DeviceMed.de - Fachwissen für Medizintechnik-Hersteller und,https://www.devicemed.de,Dosieraerosole oder Trockenpulverinhalatoren sind aufgrund ihrer patientenorientierten Wirkstoffabgabe die erste Wahl für die Behandlung von Atemwegserkrankungen.,ist UK,MedTech,Medical Devices,,,,,,,,4434512050,https://www.linkedin.com/company/devicemed/,https://twitter.com/DeviceMed,,"java, ai, ml",,,,Featured in media coverage,76.0,2025-07-13 08:50:58,https://www.devicemed.de,validated
Home - Hestia Health,https://www.hestiahealth.es,"Home - Hestia Health"",""isPartOf"":{""@id"":""https://hestiahealth.",Madrid Hestia,Digital Health,Healthcare Technology,,,,IPO,,,,00848901572399,https://www.linkedin.com/company/hestiahealth/,,,"ai, ml",,,,,76.0,2025-07-13 08:51:16,https://www.hestiahealth.es,validated
ACTIMI Digitaler Datenaustausch nach MDR,https://www.actimi.com,Vom Informationsbruch zur digitalen Übersicht: Plattformlösungen für Patientendaten im Behandlungsverlauf 24.,Stuttgart Name,Digital Health,Healthcare Technology,,,,IPO,,,,196-56391410,https://www.linkedin.com/company/actimi/,,,"java, ai, ml",,"te in eine zertifizierte Plattform Forschung Ihr, artigen, artigen",,,76.0,2025-07-13 08:51:26,https://www.actimi.com,validated
"Physiomedico.de – Rehazentren für Orthopädie, Neurologie und",https://www.physiomedico.de,"Unsere Rehazentren vereinen Physiotherapie, Ergotherapie und individuelle Bewegungstherapie. Im Pelikanviertel und in der Südstadt finden Sie alle Voraussetzungen für Prävention, Therapie, Bewegung und Rehabilitation.",in Hannover,Wellness,Fitness,,,,,,,kontakt@physiomedico.de,1711104825,,,,"ai, ml",,,,Featured in media coverage,76.0,2025-07-13 08:51:31,https://www.physiomedico.de,validated
"samedi: Software für Praxen, MVZ und Kliniken",https://www.samedi.com,"Entlasten Sie Ihr Team bei der Bewältigung täglich anfallender Aufgaben – dank verschlankter Prozessabläufe, digitaler Patientenkommunikation und der Automatisierung von redundanten, administrativen Arbeitsschritten.",Europe,Digital Health,Healthcare Technology,,,,,,,,+49 (030) 2123 0707,,,,"ai, ml","ISO 27001, ISO 9001","sslicher, Health, Asklepios Klinik Altona Starke",,Featured in media coverage,76.0,2025-07-13 08:51:55,https://www.samedi.com,validated
Digital health solutions | Data4Life,https://www.data4life-asia.care,Digital health solutions | Data4Life @font-face { font-family: 'MetaSerifPro'; src: url('/assets/fonts/MetaSerifPro-Book.,"Potsdam, Germany",Digital Health,Healthcare Technology,,,,,,,,1670318521,,,,ai,"ISO 27001, the","Get in touch Company Solutions, Life Asia works together with key industry, creation partners With the support of trusted",,Featured in media coverage,76.0,2025-07-13 08:52:01,https://www.data4life-asia.care,validated
DeviceMed.fr,https://www.devicemed.fr,"Lire la suite Implants actifs : Cisteo Medical a visé juste avec l&rsquo;AIMD Day Organisé par Cisteo Medical le mardi 24 juin 2025 à Besançon, la première édition de l’AIMD Day a rassemblé plus de 150 professionnels pour explorer l'avenir des dispositifs médicaux implantables actifs.",en France,MedTech,Healthcare Technology,,,,Acquisition,,,Tech-Medical@Fanuc-6-300x200.jpg,1618607611,,https://twitter.com/DeviceMedFr,,"ai, ml",,,,Featured in media coverage,76.0,2025-07-13 08:52:41,https://www.devicemed.fr,validated
medisana - Deine Gesundheit in guten Händen,https://www.medisana.de,medisana® - Deine Gesundheit in guten Händen - für ein unbeschwertes Leben und persönliches Wohlbefinden. Einfach stöbern und bestellen auf | medisana.de.,Deutschland Niederlande,Pharmaceuticals,Healthcare Technology,,,,,,,nutzer@beispiel.de,1746710541,,,,"java, ai, ml",,,,Featured in media coverage,76.0,2025-07-13 08:53:47,https://www.medisana.de,validated
YMedia - Marketing Internetowy dla Branży Medycznej,https://www.ymedia.pl,Od 2007 roku kompleksowo wspieramy działania marketingowe w firmach medycznych. Oferujemy szeroką gamę nowoczesnych narzędzi reklamowych.,PRODUKCJA FILMOWA,Digital Health,Healthcare Technology,,,,,,,info@ymedia.pl,30158600403876,,,,"ai, ml",,,,,76.0,2025-07-13 08:54:30,https://www.ymedia.pl,validated
Medical Park Bad Feilnbach Reithofpark | Reha neu denken,https://www.reithofpark.medicalpark.de,"Name = 'js'; Medical Park Bad Feilnbach Reithofpark | Reha neu denken var ctPublicFunctions = {""_ajax_nonce"":""b7f8b74a1f"",""_rest_nonce"":""3df2dfdd6d"",""_ajax_url"":""\/wp-admin\/admin-ajax.","München, Europe",Healthcare Services,Rehabilitation,,,,,,,reithofpark@medicalpark.de,0800 5889424,,,,"ai, ml",,,,Featured in media coverage,76.0,2025-07-13 08:54:35,https://www.reithofpark.medicalpark.de,validated
Medium: Read and write stories.,https://www.medium.com,Healthcare technology company providing innovative solutions,Europe,Wellness,Fitness,,,,,,,9ygdqoKprhwuTVKUM0DLPA@2x.png,20250711-220231,,,,"java, ai, ml, blockchain",,,,Featured in media coverage,76.0,2025-07-13 08:54:36,https://www.medium.com,validated
Medical Park International Department | International Depart,https://www.medicalpark.com,"Common Questions Contact Seite wählen html.et-fb-root-ancestor #main-header, html.et-fb-root-ancestor #top-header, html.","the most beautiful areas in Germany close to Munich, Berlin and Frankfurt",Wellness,Nutrition,,,,,,,international.department@medicalpark.de,100-102 65520,,,,"ai, ml",ISO 9001,,,Featured in media coverage,76.0,2025-07-13 08:55:17,https://www.medicalpark.com,validated
